Method,Init_Method,AL_Method,Episode,TestAccuracy
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,39.11
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,45.13
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,51.59
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,48.75
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,58.52
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,61.92
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,65.26
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,64.32
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,61.7
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,62.53
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,10,38.59
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,44.74
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,42.79
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,49.61
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,51.95
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,48.47
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,50.86
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,50.4
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,50.75
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,53.77
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,53.2
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,10,38.59
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,43.91
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,41.59
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,47.47
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,55.52
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,57.67
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,58.73
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,56.84
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,55.15
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,55.22
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,58.69
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,10,15.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,38.18
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,47.17
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,43.27
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,49.28
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,46.66
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,46.73
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,51.16
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,51.92
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,62.02
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,59.74
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,10,15.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,32.28
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,54.82
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,63.41
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,57.13
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,53.15
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,63.76
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,67.19
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,62.06
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,62.8
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,60.49
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,10,15.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,20.36
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,38.55
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,56.11
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,59.08
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,61.96
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,64.14
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,63.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,65.03
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,62.77
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,63.52
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,10,15.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,32.44
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,35.5
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,44.69
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,54.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,53.51
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,51.94
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,53.97
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,59.18
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,58.43
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,57.7
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,10,15.84
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,31.34
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,38.8
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,46.2
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,55.86
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,63.31
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,66.62
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,65.74
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,65.35
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,68.47
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,63.87
Easy-to-Learn_Margin,Easy-to-Learn,Margin,10,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,22.12
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,16.1
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,22.7
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,27.79
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,35.29
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,39.15
Easy-to-Learn_Margin,Easy-to-Learn,Margin,10,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,22.55
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,25.81
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,30.03
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,32.97
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,36.28
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,41.74
Easy-to-Learn_Margin,Easy-to-Learn,Margin,10,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,31.63
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,26.14
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,31.25
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,33.55
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,38.18
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,40.63
Easy-to-Learn_Margin,Easy-to-Learn,Margin,10,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,28.97
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,24.79
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,25.22
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,29.22
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,30.61
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,32.28
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,36.03
Easy-to-Learn_Margin,Easy-to-Learn,Margin,10,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,11.8
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,28.96
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,28.73
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,39.09
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,44.36
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,49.53
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,55.88
Consistency_Margin,Consistency,Margin,10,32.65
Consistency_Margin,Consistency,Margin,20,47.13
Consistency_Margin,Consistency,Margin,30,44.79
Consistency_Margin,Consistency,Margin,40,48.57
Consistency_Margin,Consistency,Margin,50,52.49
Consistency_Margin,Consistency,Margin,60,54.16
Consistency_Margin,Consistency,Margin,70,55.1
Consistency_Margin,Consistency,Margin,80,52.03
Consistency_Margin,Consistency,Margin,90,53.82
Consistency_Margin,Consistency,Margin,100,50.33
Consistency_Margin,Consistency,Margin,110,52.63
Consistency_Margin,Consistency,Margin,10,32.65
Consistency_Margin,Consistency,Margin,20,45.95
Consistency_Margin,Consistency,Margin,30,45.52
Consistency_Margin,Consistency,Margin,40,43.69
Consistency_Margin,Consistency,Margin,50,58.2
Consistency_Margin,Consistency,Margin,60,55.52
Consistency_Margin,Consistency,Margin,70,64.42
Consistency_Margin,Consistency,Margin,80,62.66
Consistency_Margin,Consistency,Margin,90,61.96
Consistency_Margin,Consistency,Margin,100,63.93
Consistency_Margin,Consistency,Margin,110,65.07
Consistency_Margin,Consistency,Margin,10,32.65
Consistency_Margin,Consistency,Margin,20,41.87
Consistency_Margin,Consistency,Margin,30,47.16
Consistency_Margin,Consistency,Margin,40,44.92
Consistency_Margin,Consistency,Margin,50,52.1
Consistency_Margin,Consistency,Margin,60,52.1
Consistency_Margin,Consistency,Margin,70,55.01
Consistency_Margin,Consistency,Margin,80,52.99
Consistency_Margin,Consistency,Margin,90,49.64
Consistency_Margin,Consistency,Margin,100,58.15
Consistency_Margin,Consistency,Margin,110,62.94
Consistency_Margin,Consistency,Margin,10,32.65
Consistency_Margin,Consistency,Margin,20,46.49
Consistency_Margin,Consistency,Margin,30,55.07
Consistency_Margin,Consistency,Margin,40,54.48
Consistency_Margin,Consistency,Margin,50,58.22
Consistency_Margin,Consistency,Margin,60,48.55
Consistency_Margin,Consistency,Margin,70,48.57
Consistency_Margin,Consistency,Margin,80,56.45
Consistency_Margin,Consistency,Margin,90,60.95
Consistency_Margin,Consistency,Margin,100,58.91
Consistency_Margin,Consistency,Margin,110,54.12
Consistency_Margin,Consistency,Margin,10,32.65
Consistency_Margin,Consistency,Margin,20,52.49
Consistency_Margin,Consistency,Margin,30,47.51
Consistency_Margin,Consistency,Margin,40,51.91
Consistency_Margin,Consistency,Margin,50,56.85
Consistency_Margin,Consistency,Margin,60,60.11
Consistency_Margin,Consistency,Margin,70,60.84
Consistency_Margin,Consistency,Margin,80,62.73
Consistency_Margin,Consistency,Margin,90,66.5
Consistency_Margin,Consistency,Margin,100,65.65
Consistency_Margin,Consistency,Margin,110,61.75
Entropy_Margin,Entropy,Margin,10,4.92
Entropy_Margin,Entropy,Margin,20,13.11
Entropy_Margin,Entropy,Margin,30,25.61
Entropy_Margin,Entropy,Margin,40,37.65
Entropy_Margin,Entropy,Margin,50,44.87
Entropy_Margin,Entropy,Margin,60,54.23
Entropy_Margin,Entropy,Margin,70,53.72
Entropy_Margin,Entropy,Margin,80,52.52
Entropy_Margin,Entropy,Margin,90,53.83
Entropy_Margin,Entropy,Margin,100,52.05
Entropy_Margin,Entropy,Margin,110,53.12
Entropy_Margin,Entropy,Margin,10,4.92
Entropy_Margin,Entropy,Margin,20,14.82
Entropy_Margin,Entropy,Margin,30,19.14
Entropy_Margin,Entropy,Margin,40,25.89
Entropy_Margin,Entropy,Margin,50,35.13
Entropy_Margin,Entropy,Margin,60,36.11
Entropy_Margin,Entropy,Margin,70,33.61
Entropy_Margin,Entropy,Margin,80,35.7
Entropy_Margin,Entropy,Margin,90,46.31
Entropy_Margin,Entropy,Margin,100,56.8
Entropy_Margin,Entropy,Margin,110,60.24
Entropy_Margin,Entropy,Margin,10,4.92
Entropy_Margin,Entropy,Margin,20,11.36
Entropy_Margin,Entropy,Margin,30,23.64
Entropy_Margin,Entropy,Margin,40,25.06
Entropy_Margin,Entropy,Margin,50,31.45
Entropy_Margin,Entropy,Margin,60,35.39
Entropy_Margin,Entropy,Margin,70,34.83
Entropy_Margin,Entropy,Margin,80,37.33
Entropy_Margin,Entropy,Margin,90,38.43
Entropy_Margin,Entropy,Margin,100,43.72
Entropy_Margin,Entropy,Margin,110,45.04
Entropy_Margin,Entropy,Margin,10,4.92
Entropy_Margin,Entropy,Margin,20,16.99
Entropy_Margin,Entropy,Margin,30,15.88
Entropy_Margin,Entropy,Margin,40,18.57
Entropy_Margin,Entropy,Margin,50,32.01
Entropy_Margin,Entropy,Margin,60,36.77
Entropy_Margin,Entropy,Margin,70,36.07
Entropy_Margin,Entropy,Margin,80,42.12
Entropy_Margin,Entropy,Margin,90,56.17
Entropy_Margin,Entropy,Margin,100,59.51
Entropy_Margin,Entropy,Margin,110,47.92
Entropy_Margin,Entropy,Margin,10,4.92
Entropy_Margin,Entropy,Margin,20,25.1
Entropy_Margin,Entropy,Margin,30,27.65
Entropy_Margin,Entropy,Margin,40,29.67
Entropy_Margin,Entropy,Margin,50,47.34
Entropy_Margin,Entropy,Margin,60,33.05
Entropy_Margin,Entropy,Margin,70,43.16
Entropy_Margin,Entropy,Margin,80,52.53
Entropy_Margin,Entropy,Margin,90,53.83
Entropy_Margin,Entropy,Margin,100,54.68
Entropy_Margin,Entropy,Margin,110,53.66
Margin_Margin,Margin,Margin,10,32.6
Margin_Margin,Margin,Margin,20,30.13
Margin_Margin,Margin,Margin,30,32.34
Margin_Margin,Margin,Margin,40,47.3
Margin_Margin,Margin,Margin,50,52.05
Margin_Margin,Margin,Margin,60,56.02
Margin_Margin,Margin,Margin,70,49.92
Margin_Margin,Margin,Margin,80,51.02
Margin_Margin,Margin,Margin,90,59.05
Margin_Margin,Margin,Margin,100,60.47
Margin_Margin,Margin,Margin,110,64.65
Margin_Margin,Margin,Margin,10,32.6
Margin_Margin,Margin,Margin,20,56.63
Margin_Margin,Margin,Margin,30,62.91
Margin_Margin,Margin,Margin,40,61.59
Margin_Margin,Margin,Margin,50,62.42
Margin_Margin,Margin,Margin,60,55.15
Margin_Margin,Margin,Margin,70,58.62
Margin_Margin,Margin,Margin,80,58.69
Margin_Margin,Margin,Margin,90,58.82
Margin_Margin,Margin,Margin,100,60.14
Margin_Margin,Margin,Margin,110,63.94
Margin_Margin,Margin,Margin,10,32.6
Margin_Margin,Margin,Margin,20,41.92
Margin_Margin,Margin,Margin,30,50.6
Margin_Margin,Margin,Margin,40,51.74
Margin_Margin,Margin,Margin,50,62.91
Margin_Margin,Margin,Margin,60,63.45
Margin_Margin,Margin,Margin,70,61.27
Margin_Margin,Margin,Margin,80,64.29
Margin_Margin,Margin,Margin,90,66.96
Margin_Margin,Margin,Margin,100,66.28
Margin_Margin,Margin,Margin,110,65.43
Margin_Margin,Margin,Margin,10,32.6
Margin_Margin,Margin,Margin,20,48.68
Margin_Margin,Margin,Margin,30,47.3
Margin_Margin,Margin,Margin,40,64.42
Margin_Margin,Margin,Margin,50,64.29
Margin_Margin,Margin,Margin,60,62.59
Margin_Margin,Margin,Margin,70,63.22
Margin_Margin,Margin,Margin,80,62.02
Margin_Margin,Margin,Margin,90,58.47
Margin_Margin,Margin,Margin,100,60.06
Margin_Margin,Margin,Margin,110,61.62
Margin_Margin,Margin,Margin,10,32.6
Margin_Margin,Margin,Margin,20,48.22
Margin_Margin,Margin,Margin,30,56.02
Margin_Margin,Margin,Margin,40,65.21
Margin_Margin,Margin,Margin,50,62.88
Margin_Margin,Margin,Margin,60,58.11
Margin_Margin,Margin,Margin,70,63.23
Margin_Margin,Margin,Margin,80,59.01
Margin_Margin,Margin,Margin,90,59.47
Margin_Margin,Margin,Margin,100,57.55
Margin_Margin,Margin,Margin,110,55.77
BALD_Margin,BALD,Margin,10,5.31
BALD_Margin,BALD,Margin,20,12.45
BALD_Margin,BALD,Margin,30,14.43
BALD_Margin,BALD,Margin,40,14.53
BALD_Margin,BALD,Margin,50,22.76
BALD_Margin,BALD,Margin,60,33.37
BALD_Margin,BALD,Margin,70,37.72
BALD_Margin,BALD,Margin,80,46.23
BALD_Margin,BALD,Margin,90,45.89
BALD_Margin,BALD,Margin,100,53.13
BALD_Margin,BALD,Margin,110,55.07
BALD_Margin,BALD,Margin,10,5.31
BALD_Margin,BALD,Margin,20,25.93
BALD_Margin,BALD,Margin,30,30.18
BALD_Margin,BALD,Margin,40,43.18
BALD_Margin,BALD,Margin,50,44.92
BALD_Margin,BALD,Margin,60,45.04
BALD_Margin,BALD,Margin,70,49.33
BALD_Margin,BALD,Margin,80,56.03
BALD_Margin,BALD,Margin,90,54.57
BALD_Margin,BALD,Margin,100,53.64
BALD_Margin,BALD,Margin,110,52.66
BALD_Margin,BALD,Margin,10,5.31
BALD_Margin,BALD,Margin,20,13.87
BALD_Margin,BALD,Margin,30,26.8
BALD_Margin,BALD,Margin,40,21.04
BALD_Margin,BALD,Margin,50,23.79
BALD_Margin,BALD,Margin,60,25.56
BALD_Margin,BALD,Margin,70,28.48
BALD_Margin,BALD,Margin,80,32.27
BALD_Margin,BALD,Margin,90,41.74
BALD_Margin,BALD,Margin,100,58.86
BALD_Margin,BALD,Margin,110,58.01
BALD_Margin,BALD,Margin,10,5.31
BALD_Margin,BALD,Margin,20,17.08
BALD_Margin,BALD,Margin,30,15.18
BALD_Margin,BALD,Margin,40,17.35
BALD_Margin,BALD,Margin,50,21.74
BALD_Margin,BALD,Margin,60,29.9
BALD_Margin,BALD,Margin,70,27.52
BALD_Margin,BALD,Margin,80,33.87
BALD_Margin,BALD,Margin,90,39.67
BALD_Margin,BALD,Margin,100,45.58
BALD_Margin,BALD,Margin,110,52.55
BALD_Margin,BALD,Margin,10,5.31
BALD_Margin,BALD,Margin,20,11.56
BALD_Margin,BALD,Margin,30,28.91
BALD_Margin,BALD,Margin,40,39.61
BALD_Margin,BALD,Margin,50,36.42
BALD_Margin,BALD,Margin,60,46.53
BALD_Margin,BALD,Margin,70,46.1
BALD_Margin,BALD,Margin,80,34.61
BALD_Margin,BALD,Margin,90,48.75
BALD_Margin,BALD,Margin,100,55.01
BALD_Margin,BALD,Margin,110,47.99
VAAL_Margin,VAAL,Margin,10,11.8
VAAL_Margin,VAAL,Margin,20,20.43
VAAL_Margin,VAAL,Margin,30,36.48
VAAL_Margin,VAAL,Margin,40,43.73
VAAL_Margin,VAAL,Margin,50,54.23
VAAL_Margin,VAAL,Margin,60,56.09
VAAL_Margin,VAAL,Margin,70,61.8
VAAL_Margin,VAAL,Margin,80,56.31
VAAL_Margin,VAAL,Margin,90,52.58
VAAL_Margin,VAAL,Margin,100,56.46
VAAL_Margin,VAAL,Margin,110,54.29
VAAL_Margin,VAAL,Margin,10,11.8
VAAL_Margin,VAAL,Margin,20,23.12
VAAL_Margin,VAAL,Margin,30,33.41
VAAL_Margin,VAAL,Margin,40,41.57
VAAL_Margin,VAAL,Margin,50,46.2
VAAL_Margin,VAAL,Margin,60,62.49
VAAL_Margin,VAAL,Margin,70,62.91
VAAL_Margin,VAAL,Margin,80,61.34
VAAL_Margin,VAAL,Margin,90,61.73
VAAL_Margin,VAAL,Margin,100,64.51
VAAL_Margin,VAAL,Margin,110,64.28
VAAL_Margin,VAAL,Margin,10,11.8
VAAL_Margin,VAAL,Margin,20,29.58
VAAL_Margin,VAAL,Margin,30,30.46
VAAL_Margin,VAAL,Margin,40,39.48
VAAL_Margin,VAAL,Margin,50,35.49
VAAL_Margin,VAAL,Margin,60,38.68
VAAL_Margin,VAAL,Margin,70,40.65
VAAL_Margin,VAAL,Margin,80,46.84
VAAL_Margin,VAAL,Margin,90,52.94
VAAL_Margin,VAAL,Margin,100,53.79
VAAL_Margin,VAAL,Margin,110,54.12
VAAL_Margin,VAAL,Margin,10,11.8
VAAL_Margin,VAAL,Margin,20,24.43
VAAL_Margin,VAAL,Margin,30,31.2
VAAL_Margin,VAAL,Margin,40,26.98
VAAL_Margin,VAAL,Margin,50,49.08
VAAL_Margin,VAAL,Margin,60,51.81
VAAL_Margin,VAAL,Margin,70,53.01
VAAL_Margin,VAAL,Margin,80,55.4
VAAL_Margin,VAAL,Margin,90,57.97
VAAL_Margin,VAAL,Margin,100,61.04
VAAL_Margin,VAAL,Margin,110,63.87
VAAL_Margin,VAAL,Margin,10,11.8
VAAL_Margin,VAAL,Margin,20,14.18
VAAL_Margin,VAAL,Margin,30,29.0
VAAL_Margin,VAAL,Margin,40,37.05
VAAL_Margin,VAAL,Margin,50,42.98
VAAL_Margin,VAAL,Margin,60,53.3
VAAL_Margin,VAAL,Margin,70,49.55
VAAL_Margin,VAAL,Margin,80,50.85
VAAL_Margin,VAAL,Margin,90,50.17
VAAL_Margin,VAAL,Margin,100,54.01
VAAL_Margin,VAAL,Margin,110,58.16
Coreset_Margin,Coreset,Margin,10,24.3
Coreset_Margin,Coreset,Margin,20,36.49
Coreset_Margin,Coreset,Margin,30,53.04
Coreset_Margin,Coreset,Margin,40,42.34
Coreset_Margin,Coreset,Margin,50,59.47
Coreset_Margin,Coreset,Margin,60,47.77
Coreset_Margin,Coreset,Margin,70,47.91
Coreset_Margin,Coreset,Margin,80,52.4
Coreset_Margin,Coreset,Margin,90,66.6
Coreset_Margin,Coreset,Margin,100,67.33
Coreset_Margin,Coreset,Margin,110,68.96
Coreset_Margin,Coreset,Margin,10,24.3
Coreset_Margin,Coreset,Margin,20,35.93
Coreset_Margin,Coreset,Margin,30,37.95
Coreset_Margin,Coreset,Margin,40,41.36
Coreset_Margin,Coreset,Margin,50,47.17
Coreset_Margin,Coreset,Margin,60,57.37
Coreset_Margin,Coreset,Margin,70,51.78
Coreset_Margin,Coreset,Margin,80,60.15
Coreset_Margin,Coreset,Margin,90,55.75
Coreset_Margin,Coreset,Margin,100,65.25
Coreset_Margin,Coreset,Margin,110,67.45
Coreset_Margin,Coreset,Margin,10,24.3
Coreset_Margin,Coreset,Margin,20,40.78
Coreset_Margin,Coreset,Margin,30,43.79
Coreset_Margin,Coreset,Margin,40,44.67
Coreset_Margin,Coreset,Margin,50,50.24
Coreset_Margin,Coreset,Margin,60,46.3
Coreset_Margin,Coreset,Margin,70,55.56
Coreset_Margin,Coreset,Margin,80,60.32
Coreset_Margin,Coreset,Margin,90,61.39
Coreset_Margin,Coreset,Margin,100,56.96
Coreset_Margin,Coreset,Margin,110,63.02
Coreset_Margin,Coreset,Margin,10,24.3
Coreset_Margin,Coreset,Margin,20,33.38
Coreset_Margin,Coreset,Margin,30,46.55
Coreset_Margin,Coreset,Margin,40,37.62
Coreset_Margin,Coreset,Margin,50,41.14
Coreset_Margin,Coreset,Margin,60,49.44
Coreset_Margin,Coreset,Margin,70,52.35
Coreset_Margin,Coreset,Margin,80,54.55
Coreset_Margin,Coreset,Margin,90,55.08
Coreset_Margin,Coreset,Margin,100,56.73
Coreset_Margin,Coreset,Margin,110,63.08
Coreset_Margin,Coreset,Margin,10,24.3
Coreset_Margin,Coreset,Margin,20,43.76
Coreset_Margin,Coreset,Margin,30,40.63
Coreset_Margin,Coreset,Margin,40,52.91
Coreset_Margin,Coreset,Margin,50,54.55
Coreset_Margin,Coreset,Margin,60,56.87
Coreset_Margin,Coreset,Margin,70,52.77
Coreset_Margin,Coreset,Margin,80,58.37
Coreset_Margin,Coreset,Margin,90,53.77
Coreset_Margin,Coreset,Margin,100,60.92
Coreset_Margin,Coreset,Margin,110,63.5
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,10,38.59
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,48.77
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,30,48.15
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,40,47.58
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,50,47.51
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,60,43.9
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,70,45.25
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,80,37.92
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,90,42.8
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,100,43.2
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,110,46.56
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,10,38.59
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,44.72
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,30,44.83
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,40,46.52
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,50,45.61
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,60,43.96
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,70,45.85
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,80,42.79
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,90,44.76
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,100,47.21
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,110,49.53
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,10,38.59
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,42.73
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,30,48.34
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,40,45.33
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,50,38.83
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,60,39.92
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,70,46.17
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,80,50.58
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,90,51.06
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,100,62.86
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,110,57.08
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,10,38.59
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,45.42
